Wall time,Step,Value
1638957565.501341,0,0.5745614171028137
1638957604.8353927,1,0.7039473652839661
1638957643.1430368,2,0.5241228342056274
1638957681.3174849,3,0.7236841917037964
1638957719.5850017,4,0.7258771657943726
1638957757.9504566,5,0.6052631735801697
1638957802.7885332,6,0.7543859481811523
1638957846.0071824,7,0.7521929740905762
1638957892.8418934,8,0.7302631735801697
1638957939.9091012,9,0.75
1638957983.7248054,10,0.7521929740905762
1638958029.970486,11,0.8114035129547119
1638958075.1718488,12,0.8048245906829834
1638958123.3348274,13,0.8267543911933899
1638958171.0543766,14,0.7982456088066101
1638958218.5770147,15,0.8070175647735596
1638958266.9329302,16,0.8311403393745422
1638958315.455504,17,0.7675438523292542
1638958363.894746,18,0.7982456088066101
1638958411.703079,19,0.7697368264198303
1638958459.7856994,20,0.7960526347160339
1638958507.0752184,21,0.8114035129547119
1638958554.205258,22,0.8157894611358643
1638958602.5274465,23,0.8289473652839661
1638958649.8541644,24,0.8048245906829834
1638958698.2462878,25,0.8245614171028137
1638958746.4300938,26,0.8399122953414917
1638958793.8103793,27,0.8399122953414917
1638958840.1917236,28,0.7587719559669495
1638958887.4787614,29,0.8311403393745422
1638958933.9245863,30,0.8135964870452881
1638958981.3207443,31,0.8399122953414917
1638959028.0106,32,0.7609649300575256
1638959076.6770113,33,0.8421052694320679
1638959123.0122275,34,0.8377193212509155
1638959170.6529136,35,0.8114035129547119
1638959216.9916022,36,0.8114035129547119
1638959262.6492841,37,0.8070175647735596
1638959310.3663538,38,0.8333333134651184
1638959358.8331764,39,0.8135964870452881
1638959404.5632808,40,0.8552631735801697
1638959449.7866752,41,0.8026315569877625
1638959493.1159225,42,0.8464912176132202
1638959538.886198,43,0.8399122953414917
1638959588.2291505,44,0.8267543911933899
1638959638.2035098,45,0.8355262875556946
1638959688.0404792,46,0.8157894611358643
1638959738.0996547,47,0.8135964870452881
1638959788.5233889,48,0.8311403393745422
1638959837.4893837,49,0.8289473652839661
1638959885.9618602,50,0.7894737124443054
1638959936.2566383,51,0.8530701994895935
1638959985.0654,52,0.8355262875556946
1638960034.8884814,53,0.8464912176132202
1638960083.724523,54,0.8508771657943726
1638960133.729635,55,0.8728070259094238
1638960182.7447329,56,0.7894737124443054
1638960231.9354153,57,0.8377193212509155
1638960281.7331991,58,0.8399122953414917
1638960331.7189684,59,0.8377193212509155
