Wall time,Step,Value
1637658387.4154844,0,0.5611353516578674
1637658470.3234258,1,0.3711790442466736
1637658552.649084,2,0.6462882161140442
1637658635.6530955,3,0.6069868803024292
1637658717.84193,4,0.6441047787666321
1637658799.9686503,5,0.6135371327400208
1637658882.6376855,6,0.6091703176498413
1637658965.74303,7,0.7117903828620911
1637659050.1469965,8,0.6855894923210144
1637659132.8747303,9,0.7576419115066528
1637659212.8124106,10,0.7620087265968323
1637659292.2969546,11,0.6462882161140442
1637659370.8075979,12,0.7314410209655762
1637659449.3617346,13,0.751091718673706
1637659527.8627915,14,0.7816593647003174
1637659607.1320357,15,0.6462882161140442
1637659685.6917295,16,0.6091703176498413
1637659784.633438,17,0.7445414662361145
1637659862.9622486,18,0.7248908281326294
1637659941.2579398,19,0.6855894923210144
1637660019.5592494,20,0.7554585337638855
1637660097.8521583,21,0.72052401304245
1637660176.1131537,22,0.7423580884933472
1637660254.361835,23,0.7336244583129883
1637660332.570491,24,0.7052401900291443
1637661897.6131418,25,0.6048035025596619
1637661981.417593,26,0.751091718673706
1637662064.4426003,27,0.77947598695755
1637662151.93349,28,0.6593886613845825
1637662239.2321277,29,0.7598253488540649
1637662319.8099637,30,0.7620087265968323
1637662409.7497115,31,0.7532750964164734
1637662536.8514903,32,0.692139744758606
1637662674.9362628,33,0.7969432473182678
1637662787.1706324,34,0.7576419115066528
1637662893.8066869,35,0.7620087265968323
1637663067.239366,36,0.7838428020477295
1637663226.816768,37,0.7860261797904968
1637663396.2459307,38,0.8013100624084473
1637663557.8320677,39,0.8013100624084473
1637663745.2806292,40,0.8275108933448792
1637663832.9779425,41,0.7947598099708557
1637663917.4779615,42,0.7532750964164734
1637664001.8214748,43,0.7903929948806763
1637664092.6556368,44,0.8056768774986267
1637664178.826368,45,0.7729257345199585
1637664263.78857,46,0.748908281326294
1637664348.5529523,47,0.7969432473182678
1637664435.6941004,48,0.751091718673706
1637664527.823862,49,0.7096070051193237
1637664615.4030745,50,0.7991266250610352
1637664707.0960565,51,0.5458515286445618
1637664795.4196901,52,0.7882096171379089
1637664884.812526,53,0.7183406352996826
1637664975.1821404,54,0.5938864350318909
1637665058.239755,55,0.8034934401512146
1637665146.607694,56,0.807860255241394
1637665244.7447855,57,0.7598253488540649
1637665350.766071,58,0.7292576432228088
1637665457.389423,59,0.7663755416870117
