Wall time,Step,Value
1637665885.4190347,0,0.6484715938568115
1637665929.8924613,1,0.7248908281326294
1637665974.7773116,2,0.7074235677719116
1637666019.127751,3,0.7379912734031677
1637666062.8779607,4,0.7467249035835266
1637666106.924069,5,0.7816593647003174
1637666150.8555548,6,0.7248908281326294
1637666194.4610198,7,0.7707423567771912
1637666237.9391527,8,0.7729257345199585
1637666281.3699124,9,0.8034934401512146
1637666325.205789,10,0.8165938854217529
1637666368.7208297,11,0.7729257345199585
1637666412.325207,12,0.8275108933448792
1637666455.9207017,13,0.8340611457824707
1637666499.7711272,14,0.8122270703315735
1637666543.8520854,15,0.8406113386154175
1637666588.0956497,16,0.8493449687957764
1637666631.8557732,17,0.8209607005119324
1637666676.6355412,18,0.8427947759628296
1637666721.7850187,19,0.8253275156021118
1637666766.7726185,20,0.8427947759628296
1637666811.7084672,21,0.8144105076789856
1637666856.6978207,22,0.8275108933448792
1637666901.5027466,23,0.8537117838859558
1637666946.3957212,24,0.8406113386154175
1637666990.6529455,25,0.836244523525238
1637667035.725044,26,0.8493449687957764
1637667080.326447,27,0.8275108933448792
1637667125.500171,28,0.8209607005119324
1637667171.3416476,29,0.8515284061431885
1637667215.5053096,30,0.8602620363235474
1637667259.8359783,31,0.8602620363235474
1637667304.9260795,32,0.8602620363235474
1637667348.918565,33,0.8558952212333679
1637667392.4308174,34,0.8668122291564941
1637667436.435163,35,0.8689956068992615
1637667480.2143602,36,0.8449781537055969
1637667524.0213013,37,0.8558952212333679
1637667567.6504757,38,0.8515284061431885
1637667611.5287125,39,0.8799126744270325
1637667655.7162466,40,0.9082969427108765
1637667700.0891712,41,0.8886463046073914
1637667743.236025,42,0.8689956068992615
1637667787.3132126,43,0.8886463046073914
1637667831.451815,44,0.8864628672599792
1637667873.469295,45,0.8820960521697998
1637667914.9785595,46,0.864628791809082
1637667955.6413639,47,0.8820960521697998
1637667996.413611,48,0.8951964974403381
1637668036.986757,49,0.8689956068992615
1637668078.676613,50,0.8930131196975708
1637668119.735404,51,0.8842794895172119
1637668160.6684308,52,0.8930131196975708
1637668202.0909686,53,0.8930131196975708
1637668243.0328236,54,0.8995633125305176
1637668284.132361,55,0.903930127620697
1637668325.3631713,56,0.9082969427108765
1637668366.7617798,57,0.8995633125305176
1637668408.3516364,58,0.8995633125305176
1637668449.3474085,59,0.8973799347877502
